Gene_Name	UniProtKB_ID	Ensembl_Protein_ID	A0218_6A	A0218_6B	A0218_4B	A0218_4A	A0218_8B	A0218_2A	A0218_2B	A0218_1A_WHIM16	A0218_8A	Adult_Colon_bRP_Elite_50	Adult_Rectum_bRP_Elite_84	Adult_Colon_Gel_Elite_51	A0218_1B	A0218_5A	A0218_5B	A0218_7B	A0218_7A	Adult_Rectum_Gel_Elite_63	A0218_3B	A0218_3A	A0232_6	A0232_4	A0232_5	A0232_2	A0232_3	A0218_9B	A0232_1	A0218_9A	A0218_10A	A0218_10B	
FAM169A	Q9Y6X4,D6R953,D6RC41,D6RB01,D6RFI5	ENSP00000425319,ENSP00000373808,ENSP00000424578,ENSP00000423905,ENSP00000423631,ENSP00000423883,ENSP00000421451,ENSP00000369886	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
FBXL18	Q96ME1,Q96D16,H0Y6I6	ENSP00000415064,ENSP00000371805,ENSP00000405896,ENSP00000444797,ENSP00000481397,ENSP00000297035,ENSP00000311990	1	1	1	1	1	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0	4	1	0	0	0	0	0	0	1	0	
FAM169B	Q8N8A8,A0A0A0MR76	ENSP00000453554,ENSP00000332615	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
GHDC	Q8N2G8,K7EJT7,K7EQ41,K7EL54,K7ESN3	ENSP00000468790,ENSP00000301671,ENSP00000399952,ENSP00000467585,ENSP00000465315,ENSP00000465924,ENSP00000467660,ENSP00000410945,ENSP00000377436,ENSP00000402654	1	0	0	1	0	0	0	2	0	1	3	0	0	0	0	0	1	0	1	0	3	2	1	2	0	0	2	0	1	0	
DNAH10OS	P0CZ25	ENSP00000422769	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	
SDK1	Q7Z5N4,A0A087WTQ6,H7C255,F8W6X9	ENSP00000385899,ENSP00000374182,ENSP00000404118,ENSP00000478062,ENSP00000393517	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
SDK2	Q58EX2,H7C2P2	ENSP00000376421,ENSP00000407098,ENSP00000386832,ENSP00000386268,ENSP00000400371,ENSP00000324967,ENSP00000373378	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	
TPRN	Q4KMQ1,H3BLU1	ENSP00000327617,ENSP00000387100,ENSP00000313704	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	
THSD4	Q6ZMP0,A0A087X1T0	ENSP00000347484,ENSP00000484438,ENSP00000350413,ENSP00000261862,ENSP00000345628	0	0	0	2	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	0	0	1	0	
THSD1	Q9NS62	ENSP00000340650,ENSP00000258613,ENSP00000438512,ENSP00000367335	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
CHST9	Q7L1S5,A0A0A0MQX9	ENSP00000480991,ENSP00000462852,ENSP00000464655,ENSP00000284224	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
COL4A6	Q14031,F5H851,A8MXH5,A0A087WZY5,F5H3Q5	ENSP00000334733,ENSP00000361290,ENSP00000482970,ENSP00000445236,ENSP00000378340,ENSP00000443707,ENSP00000406002,ENSP00000439760	1	0	0	0	0	1	2	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	2	2	0	0	0	0	0	
COL4A5	P29400,H0Y9R8,H0Y998,H0Y9H0	ENSP00000331902,ENSP00000354505,ENSP00000424137,ENSP00000423520,ENSP00000424845,ENSP00000425614	2	4	4	2	1	1	2	1	1	7	25	79	1	0	2	0	6	88	3	1	2	4	3	4	3	3	1	0	0	0	
COL4A4	P53420	ENSP00000379866,ENSP00000328553	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
COL4A3	Q01955,H7BXM4	ENSP00000379823,ENSP00000302781,ENSP00000327594,ENSP00000335120,ENSP00000379819,ENSP00000323334	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	1	
COL4A2	P08572,A2A352,A0A087WY39	ENSP00000383027,ENSP00000353654,ENSP00000481492,ENSP00000257309	0	3	2	2	4	1	4	3	3	77	98	239	0	4	3	5	9	274	2	2	6	6	6	7	4	1	6	3	1	3	
COL4A1	P02462,A0A087WTY5,F5H5K0	ENSP00000364979,ENSP00000443348,ENSP00000478222,ENSP00000380382,ENSP00000364973	0	1	2	0	1	0	3	0	1	11	37	106	1	1	2	1	1	145	0	1	4	5	3	1	4	0	2	0	0	4	
GRN	P28799,K7ENI2,K7EPL0,K7ENN1,K7ELY1,K7EQK6,K7EMR1,K7EJY4,K7ERM2,K7EQI0,K7EM89,K7EK92,K7EQA7,K7EKL3,K7EQ05	ENSP00000053867,ENSP00000466956,ENSP00000466271,ENSP00000465518,ENSP00000465375,ENSP00000466405,ENSP00000467745,ENSP00000467022,ENSP00000467870,ENSP00000467431,ENSP00000466611,ENSP00000467616,ENSP00000468318,ENSP00000465673,ENSP00000467837,ENSP00000349911,ENSP00000377196	5	2	3	5	4	7	4	1	2	3	7	1	3	5	5	3	0	3	2	4	11	2	7	13	9	4	5	6	2	5	
CHST3	Q7LGC8	ENSP00000362207	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
CHST2	Q9Y4C5	ENSP00000307911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ITGAX	P20702,H3BN02,A0A087X131	ENSP00000268296,ENSP00000483860,ENSP00000454623	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSP00000458334	-	-	0	0	0	0	0	0	0	0	0	6	12	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
HLCS	P50747,C9JD75,C9JCQ9,A0A0C4DG27	ENSP00000338387,ENSP00000382071,ENSP00000392923,ENSP00000396370,ENSP00000396443,ENSP00000479939	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	1	0	1	0	1	0	0	0	
ENSP00000472168	-	-	0	0	0	0	0	0	0	0	0	5	5	10	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	
ITGAV	P06756,H7BZG1	ENSP00000261023,ENSP00000364042,ENSP00000404291,ENSP00000389442,ENSP00000437975	16	0	0	24	1	28	2	17	16	44	40	39	2	10	0	0	13	27	0	25	22	19	19	19	23	0	24	23	13	0	
HIBCH	Q6NVY1,A0A087WXI1,B8ZZZ0,B9A058,H7C126,H7C1A5,H7C400,F8W8A6,H7BYI7	ENSP00000398060,ENSP00000376144,ENSP00000352706,ENSP00000386274,ENSP00000399263,ENSP00000387098,ENSP00000376145,ENSP00000414820,ENSP00000387247,ENSP00000481055	2	3	2	12	5	11	3	11	8	33	32	16	0	4	3	3	13	15	2	9	11	14	11	5	8	1	7	6	7	2	
CAMK1	Q14012,C9JES6,H7C071,F8W6S9	ENSP00000256460,ENSP00000393238,ENSP00000380447,ENSP00000404587	2	1	0	1	1	5	1	5	4	3	6	3	1	5	1	2	2	0	0	3	5	6	6	3	4	0	2	4	5	0	
ITGAL	P20701,B4E021,B4DQ77,H3BUT3,H3BSV1,I3L468,H3BNL5,H3BS37,I3L1D1	ENSP00000349252,ENSP00000456521,ENSP00000350886,ENSP00000457785,ENSP00000454908,ENSP00000454342,ENSP00000456888,ENSP00000409377,ENSP00000461006,ENSP00000458739,ENSP00000455733,ENSP00000408615	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	3	0	1	3	5	0	1	0	0	0	
ITGAM	P11215,H3BMV4,I3NI33	ENSP00000287497,ENSP00000441691,ENSP00000454568,ENSP00000461850,ENSP00000455683	0	0	0	0	0	0	0	0	0	11	5	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
HLF	Q16534,I3L386,I3L4R4	ENSP00000226067,ENSP00000402496,ENSP00000460296,ENSP00000460572,ENSP00000460265,ENSP00000461455	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	
NOV	P48745	ENSP00000259526	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
FAM134C	Q86VR2,K7ELM8,K7EQI9,K7EJ34,K7EMF4,K7EJ42,K7ENZ6,K7EPD0,K7ENF4	ENSP00000467157,ENSP00000309432,ENSP00000467847,ENSP00000466925,ENSP00000466145,ENSP00000465016,ENSP00000465004,ENSP00000467332,ENSP00000466482,ENSP00000446235	3	2	1	3	0	2	2	1	1	0	0	1	3	3	0	0	3	0	2	3	1	3	2	3	2	1	3	1	0	0	
FAM134B	Q9H6L5,H0Y9U4	ENSP00000425089,ENSP00000382691,ENSP00000304642	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	
FAM134A	Q8NC44,H7C3D5,C9JIF3,F8WE68,F8WAL5,C9J3K5	ENSP00000403898,ENSP00000414547,ENSP00000395249,ENSP00000273048,ENSP00000394606,ENSP00000399261,ENSP00000391284,ENSP00000411247,ENSP00000398910	1	1	1	2	0	2	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	
ZNF700	Q9H0M5,A0A087WVH9,K7EQV7	ENSP00000254321,ENSP00000467996,ENSP00000479449	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
SMAD9	O15198	ENSP00000382216,ENSP00000239885,ENSP00000369154	2	3	5	3	3	1	2	3	1	3	1	0	2	1	3	2	1	0	5	3	6	5	3	8	5	3	9	2	2	2	
TRERF1	Q96PN7	ENSP00000362013,ENSP00000339438,ENSP00000346285,ENSP00000439689,ENSP00000362008	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
LRPAP1	P30533,D6REW6	ENSP00000421922,ENSP00000421648	5	3	3	7	3	10	6	8	5	9	6	2	5	0	3	2	5	2	3	8	3	8	6	3	7	1	4	3	5	0	
SMAD5	Q99717,D6R9D4,D6RIZ9,D6RBB4,H0YAM3,H0YAK7	ENSP00000441954,ENSP00000425749,ENSP00000424279,ENSP00000426696,ENSP00000427330,ENSP00000422954,ENSP00000427474,ENSP00000427650,ENSP00000446474	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	
SMAD6	O43541,H0YK80,H0YM33	ENSP00000288840,ENSP00000452955,ENSP00000453446,ENSP00000452694,ENSP00000396961,ENSP00000345054	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
GOLPH3L	Q9H4A5,Q5T5I6	ENSP00000271732,ENSP00000410476,ENSP00000357999,ENSP00000446070	0	4	5	3	1	4	4	4	0	5	3	6	3	2	3	3	1	3	2	4	5	8	6	4	6	2	6	2	0	2	
SMAD1	Q15797,D6REQ3,D6RDN7,D6RAY1,D6RBH9,D6RD62	ENSP00000424959,ENSP00000424649,ENSP00000425270,ENSP00000305769,ENSP00000427002,ENSP00000422706,ENSP00000421601,ENSP00000377652,ENSP00000426568	0	4	2	0	2	0	2	0	0	0	2	0	2	0	5	1	0	0	2	0	1	3	3	3	4	2	4	0	0	1	
SMAD2	Q15796,K7EJX0,B7Z5N5,K7EL92,K7ERC7,K7ESI8	ENSP00000262160,ENSP00000384449,ENSP00000466193,ENSP00000467075,ENSP00000466254,ENSP00000465355,ENSP00000468202,ENSP00000465971,ENSP00000468732,ENSP00000349282	0	3	1	0	0	0	3	0	0	3	2	0	2	0	1	2	1	1	4	0	5	2	0	0	0	1	1	0	1	1	
CAMK4	Q16566,D6RCD6,D6REY7,D6RE65	ENSP00000426940,ENSP00000422634,ENSP00000282356,ENSP00000423761,ENSP00000424912,ENSP00000421606	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RFK	Q969G6,H7C4G0	ENSP00000365926,ENSP00000417215	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	
CYFIP1	Q7L576,A0A0G2JQT1,A0A087WVZ5,A0A087WWY5,A0A0G2JRV9,A0A0G2JR96,A0A0G2JRX2,A0A087WWL1,A0A087WU52,H0YL50,A0A0G2JRP0,A0A0G2JRF5,A0A0G2JQH3,A0A087WZ89	ENSP00000481038,ENSP00000480525,ENSP00000478779,ENSP00000453060,ENSP00000479802,ENSP00000482459,ENSP00000480307,ENSP00000478377,ENSP00000480596,ENSP00000486555,ENSP00000486145,ENSP00000485841,ENSP00000486951,ENSP00000487107,ENSP00000487156,ENSP00000486724,ENSP00000453046,ENSP00000324549,ENSP00000453233,ENSP00000454199,ENSP00000454091,ENSP00000453917,ENSP00000454045,ENSP00000405956,ENSP00000390623	16	26	21	22	16	24	24	17	23	17	14	29	17	23	19	10	12	20	14	23	53	56	59	48	55	14	56	27	17	18	
IGF2R	P11717,S4R328	ENSP00000349437,ENSP00000473880	17	11	12	21	15	27	15	15	21	28	29	1	15	12	12	5	7	2	9	18	26	25	25	17	16	10	21	18	12	4	
TMPRSS11E	Q9UL52,H0Y9G7,A0A0G2JNI0	ENSP00000481425,ENSP00000486191,ENSP00000307519,ENSP00000424109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
ENSP00000461516	-	-	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ABHD14B	Q96IU4,B4DQI4,F8W9U3	ENSP00000420065,ENSP00000378455,ENSP00000354841,ENSP00000417564,ENSP00000433388,ENSP00000318248,ENSP00000387831	7	12	16	13	6	16	14	11	12	20	15	22	5	11	11	9	9	19	6	13	22	18	20	16	23	4	21	13	10	11	
PLRG1	O43660,B7Z982,D6RA26,D6RE04,H0YA24,H0YAA2	ENSP00000424417,ENSP00000425914,ENSP00000426497,ENSP00000303191,ENSP00000424616,ENSP00000423454,ENSP00000425147,ENSP00000377483	2	14	7	2	5	2	10	2	2	4	11	1	3	1	7	3	1	0	4	1	11	12	6	10	12	6	8	1	1	8	
CKS1B	P61024,Q9BZU3,Q5T179	ENSP00000357424,ENSP00000357421,ENSP00000311083	0	1	1	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	
ERICH5	Q6P6B1	ENSP00000315614,ENSP00000440297	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ERICH3	Q5RHP9,R4GMY5	ENSP00000322609,ENSP00000398581,ENSP00000473404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSG00000235961	-	ENSP00000468965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
C14orf119	Q9NWQ9	ENSP00000322238,ENSP00000450861	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
SPN	P16150,C9JUK7	ENSP00000378787,ENSP00000412907,ENSP00000455266,ENSP00000353238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
DRAP1	Q14919,E9PNC7,E9PQX9,C9JCC6,E9PMW2	ENSP00000307850,ENSP00000437225,ENSP00000366190,ENSP00000437287,ENSP00000432445	3	1	5	2	4	3	3	3	3	1	0	1	3	3	3	2	0	0	2	3	4	4	4	4	5	2	5	3	2	1	
TCEA2	Q15560,Q86VL0,Q5JRI7,A0A0A0MT58,Q5JRI8	ENSP00000378493,ENSP00000416026,ENSP00000354552,ENSP00000343515,ENSP00000339432,ENSP00000391807,ENSP00000407085	1	2	2	2	2	2	1	1	2	2	2	1	2	1	2	1	1	3	2	1	3	2	2	2	2	0	3	2	1	1	
TCEA3	O75764,S4R3M9,S4R419	ENSP00000406293,ENSP00000474530,ENSP00000363729,ENSP00000474977,ENSP00000489592,ENSP00000488976,ENSP00000488968,ENSP00000489390	0	0	0	0	2	0	1	0	0	2	3	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	
TCEA1	P23193,B7Z4S1,E5RIS7,E5RFI1,E5RK46,E5RJ93	ENSP00000395483,ENSP00000428426,ENSP00000429192,ENSP00000428370,ENSP00000428868,ENSP00000429182,ENSP00000430450	4	5	10	11	7	7	5	6	3	11	12	3	5	2	5	2	4	1	5	7	10	8	7	9	10	3	9	3	2	5	
ABCD1	P33897,A6NEP8	ENSP00000218104,ENSP00000359147,ENSP00000413695	1	4	1	0	3	0	4	1	0	0	0	0	1	0	2	2	0	0	2	0	5	1	2	2	3	1	4	0	1	3	
COX4I1	P13073,Q86WV2,H3BNV9,H3BNI5,H3BPG0,H3BPR4,H3BN72	ENSP00000454869,ENSP00000455437,ENSP00000455030,ENSP00000253452,ENSP00000457513,ENSP00000457015,ENSP00000455301,ENSP00000456452,ENSP00000454714	8	28	21	13	20	16	21	6	10	33	60	29	8	17	15	10	25	40	14	10	29	26	24	29	30	16	40	12	9	21	
MROH2B	Q7Z745,F5GZ06	ENSP00000441504,ENSP00000382476	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	
GCHFR	P30047,H0YNX7,H0YNM1,A0A087WTI4	ENSP00000260447,ENSP00000454067,ENSP00000477896,ENSP00000453871,ENSP00000454195,ENSP00000453640	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CRTAM	O95727	ENSP00000227348,ENSP00000433728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
EDA	Q92838,A0A0C4DGX3,D6RA95	ENSP00000340611,ENSP00000434195,ENSP00000434861,ENSP00000363681,ENSP00000363680,ENSP00000432585,ENSP00000423037,ENSP00000481963	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
CCDC116	Q8IYX3,C9JW89	ENSP00000476296,ENSP00000401637,ENSP00000292779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
CADPS2	Q86UW7,C9IYE1,H0Y8B5,H7BYR4,F8W8P5,A0A087X1P3	ENSP00000419418,ENSP00000400401,ENSP00000398481,ENSP00000380833,ENSP00000333940,ENSP00000484355,ENSP00000325581,ENSP00000415643,ENSP00000446085,ENSP00000353211	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RLF	Q13129	ENSP00000361857,ENSP00000445525	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC112	Q8NEF3,D6RF76	ENSP00000368931,ENSP00000423712,ENSP00000424876,ENSP00000378925	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	
MCF2L	O15068,H7BYP9,A2A640,F8WBK7,A2A3H1,H7C275,M0R1J7,H0Y4M6,A2A3G7,A2A639,H0Y519,H0Y7A3,M0R393,X6RE72,H7C2S1,B7ZBR9,H3BLT1	ENSP00000364758,ENSP00000380230,ENSP00000398383,ENSP00000380225,ENSP00000440374,ENSP00000397285,ENSP00000395707,ENSP00000386551,ENSP00000364747,ENSP00000380219,ENSP00000471913,ENSP00000473071,ENSP00000380216,ENSP00000405996,ENSP00000380212,ENSP00000407392,ENSP00000261963,ENSP00000392953,ENSP00000411315,ENSP00000404422,ENSP00000395978,ENSP00000364754,ENSP00000401422,ENSP00000364751,ENSP00000407722,ENSP00000405639,ENSP00000395611	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	
CCDC110	Q8TBZ0,H0Y9S3,E7EUS2,D6RB18,D6RDN4,A0A096LNP5,A0A096LNZ5,D6RCR3	ENSP00000377172,ENSP00000306776,ENSP00000424878,ENSP00000427246,ENSP00000424520,ENSP00000425276,ENSP00000485309,ENSP00000485145,ENSP00000425547	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MEI4	A8MW99	ENSP00000473370	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
LEO1	Q8WVC0	ENSP00000299601,ENSP00000314610,ENSP00000441880	0	1	2	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	2	3	3	2	2	2	2	0	0	1	
MTCL1	Q9Y4B5,J3QL92,J3QLE1	ENSP00000305027,ENSP00000429556,ENSP00000352927,ENSP00000463506,ENSP00000463438,ENSP00000463465,ENSP00000382924	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
ATP1A4	Q13733,E9PRA5	ENSP00000357060,ENSP00000434272,ENSP00000433094	11	21	24	16	21	17	25	10	13	0	0	0	21	12	15	15	27	0	14	14	27	30	30	34	40	16	34	11	8	19	
ATP1A3	P13637,M0R116,M0QXF2,A0A0A0MT26	ENSP00000411503,ENSP00000302397,ENSP00000471581,ENSP00000444688,ENSP00000437577,ENSP00000469129,ENSP00000403667,ENSP00000357059,ENSP00000439822	5	6	9	8	7	3	5	2	6	10	14	2	3	6	7	9	11	5	5	4	18	10	10	11	11	6	12	4	6	9	
ATP1A2	P50993,H0Y7C1,B1AKY9	ENSP00000354490,ENSP00000376066,ENSP00000411705,ENSP00000438600,ENSP00000407806,LRG_6_t1_p1	9	16	21	11	14	9	12	9	9	21	12	16	10	11	16	13	15	2	18	7	19	21	21	15	14	15	16	4	5	8	
ATP1A1	P05023,Q5TC02,Q5TC01,Q5TC05	ENSP00000400124,ENSP00000295598,ENSP00000358506,ENSP00000396236,ENSP00000358508,ENSP00000445306,ENSP00000342827,ENSP00000396545	24	50	53	38	52	41	50	24	31	149	206	162	39	25	43	35	50	253	47	31	60	65	52	66	58	40	70	21	20	51	
MGRN1	O60291,B4DR12,K7EJN3,K7EPJ5,K7ERA1,K7EIM7	ENSP00000468171,ENSP00000262370,ENSP00000443810,ENSP00000467414,ENSP00000382487,ENSP00000468819,ENSP00000465860,ENSP00000464811,ENSP00000465249,ENSP00000393311,ENSP00000457925,ENSP00000455546,ENSP00000455558,ENSP00000454280,ENSP00000456862	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CRTAP	O75718,C9JP16	ENSP00000323696,ENSP00000409997,ENSP00000440391,ENSP00000443896,ENSP00000408904,LRG_4_t1_p1	6	5	4	9	3	7	5	1	8	1	0	4	4	3	5	6	2	0	6	8	13	5	12	10	9	4	15	6	5	4	
FOXQ1	Q9C009	ENSP00000296839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
DPT	Q07507	ENSP00000356791	4	0	0	2	0	3	1	1	4	42	26	42	0	2	0	0	3	26	0	3	3	6	5	4	2	0	6	5	2	0	
IPO11	Q9UI26,D6RCN7,D6RCQ2,E7EMB7,F8WDV0,F8WBN4,D6RJB1,H0Y8M5	ENSP00000427129,ENSP00000395685,ENSP00000425573,ENSP00000316651,ENSP00000427274,ENSP00000386992,ENSP00000421517,ENSP00000398230,ENSP00000387039,ENSP00000444835	1	1	1	2	3	1	4	0	0	0	0	1	0	1	1	1	0	0	1	1	3	2	1	1	1	1	4	0	1	1	
CUEDC2	Q9H467	ENSP00000358953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
IPO13	O94829,Q5T4X2	ENSP00000361418,ENSP00000361414	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	
CPEB4	Q17RY0,B7ZLQ8,H0YBG1,E5RJM0,E5RFP2	ENSP00000265085,ENSP00000429092,ENSP00000334533,ENSP00000429048,ENSP00000429423,ENSP00000430345,ENSP00000427990	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
GNA15	P30679,K7EP74	ENSP00000262958,ENSP00000467256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
CPEB2	Q7Z5Q1,J3KN18,H0Y9D9	ENSP00000424084,ENSP00000334058,ENSP00000259997,ENSP00000371832,ENSP00000371838,ENSP00000423890,ENSP00000443985,ENSP00000414270,ENSP00000488925,ENSP00000489160,ENSP00000489471,ENSP00000489406,ENSP00000489362,ENSP00000489113,ENSP00000489427,ENSP00000489336,ENSP00000437884,ENSP00000371828	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	
RBMXL1	Q96E39	ENSP00000318415,ENSP00000446099	13	27	31	22	26	25	34	11	8	1	3	1	36	24	29	20	8	0	29	14	30	40	37	26	26	10	11	4	5	15	
RBMXL3	Q8N7X1	ENSP00000417451	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
RBMXL2	O75526	ENSP00000304139	4	9	10	6	6	7	7	4	7	1	0	0	10	9	7	7	6	0	8	5	23	19	19	15	18	5	14	7	5	8	
ABAT	P80404,H3BP84,H3BP74,H3BNQ7,H3BRJ1,H3BMJ9,H3BRT1,H3BPW8,H3BRN4	ENSP00000268251,ENSP00000456392,ENSP00000455184,ENSP00000456267,ENSP00000455198,ENSP00000454415,ENSP00000456330,ENSP00000411916,ENSP00000454963,ENSP00000455502,ENSP00000379845	0	0	1	4	0	5	0	9	2	2	4	6	0	2	0	0	3	2	0	2	3	2	3	4	2	0	3	3	2	0	
ZNF780A	O75290,A0A0C4DG08,M0QXV4,A0A075B791,A0A075B796,M0QYL2,A0A075B7B0	ENSP00000387705,ENSP00000416294,ENSP00000472189,ENSP00000469786,ENSP00000469407,ENSP00000470265,ENSP00000469694,ENSP00000472779,ENSP00000469905,ENSP00000341507,ENSP00000400997,ENSP00000486823,ENSP00000486672,ENSP00000487520,ENSP00000486345,ENSP00000487177,ENSP00000487366,ENSP00000487510,ENSP00000486848,ENSP00000486312,ENSP00000486727,ENSP00000485974,ENSP00000409816	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
